edu_level,education_groups,top_jobs,job_percent,top_job_links,link,identifier,noc
Other trades certificate or diploma,Heavy/Industrial Equipment Maintenance Technologies,Construction millwrights and industrial mechanics,33.43,/marketreport/summary-occupation/14692/ca,/14692/ca,Heavy/Industrial Equipment Maintenance Technologies: Other trades certificate or diploma,NOC 7311
Other trades certificate or diploma,Heavy/Industrial Equipment Maintenance Technologies,Heavy-duty equipment mechanics,25.08,/marketreport/summary-occupation/7480/ca,/7480/ca,Heavy/Industrial Equipment Maintenance Technologies: Other trades certificate or diploma,NOC 7312
Other trades certificate or diploma,Heavy/Industrial Equipment Maintenance Technologies,"Automotive service technicians, truck and bus mechanics and mechanical repairers",9.77,/marketreport/summary-occupation/14857/ca,/14857/ca,Heavy/Industrial Equipment Maintenance Technologies: Other trades certificate or diploma,NOC 7321
Other trades certificate or diploma,Heavy/Industrial Equipment Maintenance Technologies,"Contractors and supervisors, mechanic trades",2.92,/marketreport/summary-occupation/6897/ca,/6897/ca,Heavy/Industrial Equipment Maintenance Technologies: Other trades certificate or diploma,NOC 7301
Other trades certificate or diploma,Heavy/Industrial Equipment Maintenance Technologies,Retail and wholesale trade managers,1.61,/marketreport/summary-occupation/17600/ca,/17600/ca,Heavy/Industrial Equipment Maintenance Technologies: Other trades certificate or diploma,NOC 621
Other trades certificate or diploma,Heavy/Industrial Equipment Maintenance Technologies,Managers in agriculture,1.41,/marketreport/summary-occupation/8796/ca,/8796/ca,Heavy/Industrial Equipment Maintenance Technologies: Other trades certificate or diploma,NOC 821
Other trades certificate or diploma,Heavy/Industrial Equipment Maintenance Technologies,Heavy equipment operators (except crane),1.41,/marketreport/summary-occupation/15038/ca,/15038/ca,Heavy/Industrial Equipment Maintenance Technologies: Other trades certificate or diploma,NOC 7521
Other trades certificate or diploma,Heavy/Industrial Equipment Maintenance Technologies,Facility operation and maintenance managers,1.31,/marketreport/summary-occupation/24374/ca,/24374/ca,Heavy/Industrial Equipment Maintenance Technologies: Other trades certificate or diploma,NOC 714
Other trades certificate or diploma,Heavy/Industrial Equipment Maintenance Technologies,"Janitors, caretakers and building superintendents",1.01,/marketreport/summary-occupation/14402/ca,/14402/ca,Heavy/Industrial Equipment Maintenance Technologies: Other trades certificate or diploma,NOC 6733
Other trades certificate or diploma,Heavy/Industrial Equipment Maintenance Technologies,Retail salespersons,0.7,/marketreport/summary-occupation/20599/ca,/20599/ca,Heavy/Industrial Equipment Maintenance Technologies: Other trades certificate or diploma,NOC 6421
College/CEGEP,Heavy/Industrial Equipment Maintenance Technologies,Construction millwrights and industrial mechanics,34.62,/marketreport/summary-occupation/14692/ca,/14692/ca,Heavy/Industrial Equipment Maintenance Technologies: College/CEGEP,NOC 7311
College/CEGEP,Heavy/Industrial Equipment Maintenance Technologies,Heavy-duty equipment mechanics,19.23,/marketreport/summary-occupation/7480/ca,/7480/ca,Heavy/Industrial Equipment Maintenance Technologies: College/CEGEP,NOC 7312
College/CEGEP,Heavy/Industrial Equipment Maintenance Technologies,"Automotive service technicians, truck and bus mechanics and mechanical repairers",7.09,/marketreport/summary-occupation/14857/ca,/14857/ca,Heavy/Industrial Equipment Maintenance Technologies: College/CEGEP,NOC 7321
College/CEGEP,Heavy/Industrial Equipment Maintenance Technologies,Underground production and development miners,2.02,/marketreport/summary-occupation/8740/ca,/8740/ca,Heavy/Industrial Equipment Maintenance Technologies: College/CEGEP,NOC 8231
College/CEGEP,Heavy/Industrial Equipment Maintenance Technologies,Welders and related machine operators,1.82,/marketreport/summary-occupation/23250/ca,/23250/ca,Heavy/Industrial Equipment Maintenance Technologies: College/CEGEP,NOC 7237
College/CEGEP,Heavy/Industrial Equipment Maintenance Technologies,Transport truck drivers,1.62,/marketreport/summary-occupation/10552/ca,/10552/ca,Heavy/Industrial Equipment Maintenance Technologies: College/CEGEP,NOC 7511
College/CEGEP,Heavy/Industrial Equipment Maintenance Technologies,Mechanical engineering technologists and technicians,1.62,/marketreport/summary-occupation/3233/ca,/3233/ca,Heavy/Industrial Equipment Maintenance Technologies: College/CEGEP,NOC 2232
College/CEGEP,Heavy/Industrial Equipment Maintenance Technologies,Construction trades helpers and labourers,1.42,/marketreport/summary-occupation/8451/ca,/8451/ca,Heavy/Industrial Equipment Maintenance Technologies: College/CEGEP,NOC 7611
College/CEGEP,Heavy/Industrial Equipment Maintenance Technologies,Heavy equipment operators (except crane),1.21,/marketreport/summary-occupation/15038/ca,/15038/ca,Heavy/Industrial Equipment Maintenance Technologies: College/CEGEP,NOC 7521
College/CEGEP,Heavy/Industrial Equipment Maintenance Technologies,Power engineers and power systems operators,1.01,/marketreport/summary-occupation/26794/ca,/26794/ca,Heavy/Industrial Equipment Maintenance Technologies: College/CEGEP,NOC 9241
College/CEGEP,Hospitality Administration/Management,Food and beverage servers,8.66,/marketreport/summary-occupation/6641/ca,/6641/ca,Hospitality Administration/Management: College/CEGEP,NOC 6513
College/CEGEP,Hospitality Administration/Management,Restaurant and food service managers,6.78,/marketreport/summary-occupation/2037/ca,/2037/ca,Hospitality Administration/Management: College/CEGEP,NOC 631
College/CEGEP,Hospitality Administration/Management,Hotel front desk clerks,6.42,/marketreport/summary-occupation/6545/ca,/6545/ca,Hospitality Administration/Management: College/CEGEP,NOC 6525
College/CEGEP,Hospitality Administration/Management,Retail salespersons,5.34,/marketreport/summary-occupation/20599/ca,/20599/ca,Hospitality Administration/Management: College/CEGEP,NOC 6421
College/CEGEP,Hospitality Administration/Management,Conference and event planners,4.11,/marketreport/summary-occupation/12542/ca,/12542/ca,Hospitality Administration/Management: College/CEGEP,NOC 1226
College/CEGEP,Hospitality Administration/Management,Administrative assistants,2.81,/marketreport/summary-occupation/24789/ca,/24789/ca,Hospitality Administration/Management: College/CEGEP,NOC 1241
College/CEGEP,Hospitality Administration/Management,Administrative officers,2.81,/marketreport/summary-occupation/12462/ca,/12462/ca,Hospitality Administration/Management: College/CEGEP,NOC 1221
College/CEGEP,Hospitality Administration/Management,Retail and wholesale trade managers,2.6,/marketreport/summary-occupation/17600/ca,/17600/ca,Hospitality Administration/Management: College/CEGEP,NOC 621
College/CEGEP,Hospitality Administration/Management,Other customer and information services representatives,2.38,/marketreport/summary-occupation/15205/ca,/15205/ca,Hospitality Administration/Management: College/CEGEP,NOC nan
College/CEGEP,Hospitality Administration/Management,Receptionists,2.16,/marketreport/summary-occupation/24391/ca,/24391/ca,Hospitality Administration/Management: College/CEGEP,NOC 1414
Bachelor's degree,Hospitality administration/management,Conference and event planners,7.5,/marketreport/summary-occupation/12542/ca,/12542/ca,Hospitality administration/management: Bachelor's degree,NOC 1226
Bachelor's degree,Hospitality administration/management,Restaurant and food service managers,5.94,/marketreport/summary-occupation/2037/ca,/2037/ca,Hospitality administration/management: Bachelor's degree,NOC 631
Bachelor's degree,Hospitality administration/management,Food and beverage servers,5.0,/marketreport/summary-occupation/6641/ca,/6641/ca,Hospitality administration/management: Bachelor's degree,NOC 6513
Bachelor's degree,Hospitality administration/management,Accommodation service managers,3.75,/marketreport/summary-occupation/12377/ca,/12377/ca,Hospitality administration/management: Bachelor's degree,NOC 632
Bachelor's degree,Hospitality administration/management,Hotel front desk clerks,3.75,/marketreport/summary-occupation/6545/ca,/6545/ca,Hospitality administration/management: Bachelor's degree,NOC 6525
Bachelor's degree,Hospitality administration/management,Retail and wholesale trade managers,3.13,/marketreport/summary-occupation/17600/ca,/17600/ca,Hospitality administration/management: Bachelor's degree,NOC 621
Bachelor's degree,Hospitality administration/management,Retail salespersons,3.13,/marketreport/summary-occupation/20599/ca,/20599/ca,Hospitality administration/management: Bachelor's degree,NOC 6421
Bachelor's degree,Hospitality administration/management,Sales and account representatives - wholesale trade (non-technical),3.13,/marketreport/summary-occupation/23181/ca,/23181/ca,Hospitality administration/management: Bachelor's degree,NOC 6411
Bachelor's degree,Hospitality administration/management,Business development officers and marketing researchers and consultants,3.13,/marketreport/summary-occupation/3916/ca,/3916/ca,Hospitality administration/management: Bachelor's degree,NOC 4163
Bachelor's degree,Hospitality administration/management,Administrative officers,2.81,/marketreport/summary-occupation/12462/ca,/12462/ca,Hospitality administration/management: Bachelor's degree,NOC 1221
College/CEGEP,Human resources management and services,Human resources professionals,14.9,/marketreport/summary-occupation/251/ca,/251/ca,Human resources management and services: College/CEGEP,NOC 1121
College/CEGEP,Human resources management and services,Human resources and recruitment officers,6.29,/marketreport/summary-occupation/12514/ca,/12514/ca,Human resources management and services: College/CEGEP,NOC 1223
College/CEGEP,Human resources management and services,Administrative officers,4.97,/marketreport/summary-occupation/12462/ca,/12462/ca,Human resources management and services: College/CEGEP,NOC 1221
College/CEGEP,Human resources management and services,Human resources managers,4.47,/marketreport/summary-occupation/17400/ca,/17400/ca,Human resources management and services: College/CEGEP,NOC 112
College/CEGEP,Human resources management and services,Payroll administrators,3.97,/marketreport/summary-occupation/25792/ca,/25792/ca,Human resources management and services: College/CEGEP,NOC 1432
College/CEGEP,Human resources management and services,Personnel clerks,3.97,/marketreport/summary-occupation/26972/ca,/26972/ca,Human resources management and services: College/CEGEP,NOC 1415
College/CEGEP,Human resources management and services,Administrative assistants,3.64,/marketreport/summary-occupation/24789/ca,/24789/ca,Human resources management and services: College/CEGEP,NOC 1241
College/CEGEP,Human resources management and services,Retail salespersons,3.31,/marketreport/summary-occupation/20599/ca,/20599/ca,Human resources management and services: College/CEGEP,NOC 6421
College/CEGEP,Human resources management and services,General office support workers,3.31,/marketreport/summary-occupation/12609/ca,/12609/ca,Human resources management and services: College/CEGEP,NOC 1411
College/CEGEP,Human resources management and services,Other customer and information services representatives,3.15,/marketreport/summary-occupation/15205/ca,/15205/ca,Human resources management and services: College/CEGEP,NOC nan
Bachelor's degree,Human resources management and services,Human resources professionals,29.33,/marketreport/summary-occupation/251/ca,/251/ca,Human resources management and services: Bachelor's degree,NOC 1121
Bachelor's degree,Human resources management and services,Human resources and recruitment officers,11.53,/marketreport/summary-occupation/12514/ca,/12514/ca,Human resources management and services: Bachelor's degree,NOC 1223
Bachelor's degree,Human resources management and services,Human resources managers,6.76,/marketreport/summary-occupation/17400/ca,/17400/ca,Human resources management and services: Bachelor's degree,NOC 112
Bachelor's degree,Human resources management and services,Administrative officers,3.66,/marketreport/summary-occupation/12462/ca,/12462/ca,Human resources management and services: Bachelor's degree,NOC 1221
Bachelor's degree,Human resources management and services,Personnel clerks,2.62,/marketreport/summary-occupation/26972/ca,/26972/ca,Human resources management and services: Bachelor's degree,NOC 1415
Bachelor's degree,Human resources management and services,Other customer and information services representatives,2.46,/marketreport/summary-occupation/15205/ca,/15205/ca,Human resources management and services: Bachelor's degree,NOC nan
Bachelor's degree,Human resources management and services,Retail salespersons,2.31,/marketreport/summary-occupation/20599/ca,/20599/ca,Human resources management and services: Bachelor's degree,NOC 6421
Bachelor's degree,Human resources management and services,Retail and wholesale trade managers,2.15,/marketreport/summary-occupation/17600/ca,/17600/ca,Human resources management and services: Bachelor's degree,NOC 621
Bachelor's degree,Human resources management and services,Other financial officers,1.91,/marketreport/summary-occupation/194/ca,/194/ca,Human resources management and services: Bachelor's degree,NOC 1114
Bachelor's degree,Human resources management and services,Administrative assistants,1.67,/marketreport/summary-occupation/24789/ca,/24789/ca,Human resources management and services: Bachelor's degree,NOC 1241
Master's degree,Human resources management and services,Human resources professionals,33.67,/marketreport/summary-occupation/251/ca,/251/ca,Human resources management and services: Master's degree,NOC 1121
Master's degree,Human resources management and services,Human resources managers,16.08,/marketreport/summary-occupation/17400/ca,/17400/ca,Human resources management and services: Master's degree,NOC 112
Master's degree,Human resources management and services,Human resources and recruitment officers,9.05,/marketreport/summary-occupation/12514/ca,/12514/ca,Human resources management and services: Master's degree,NOC 1223
Master's degree,Human resources management and services,"Social policy researchers, consultants and program officers",3.02,/marketreport/summary-occupation/4908/ca,/4908/ca,Human resources management and services: Master's degree,NOC 4164
Master's degree,Human resources management and services,Professional occupations in business management consulting,2.01,/marketreport/summary-occupation/310/ca,/310/ca,Human resources management and services: Master's degree,NOC 1122
Master's degree,Human resources management and services,Employment counsellors,2.01,/marketreport/summary-occupation/5143/ca,/5143/ca,Human resources management and services: Master's degree,NOC 4156
Master's degree,Human resources management and services,"Senior managers - trade, broadcasting and other services, n.e.c.",1.51,/marketreport/summary-occupation/1207/ca,/1207/ca,Human resources management and services: Master's degree,NOC 15
Master's degree,Human resources management and services,Lawyers and Quebec notaries,1.51,/marketreport/summary-occupation/15837/ca,/15837/ca,Human resources management and services: Master's degree,NOC 4112
Master's degree,Human resources management and services,Managers in health care,1.51,/marketreport/summary-occupation/1708/ca,/1708/ca,Human resources management and services: Master's degree,NOC 311
Master's degree,Human resources management and services,Administrative assistants,1.01,/marketreport/summary-occupation/24789/ca,/24789/ca,Human resources management and services: Master's degree,NOC 1241
Bachelor's degree,Industrial and manufacturing engineering,Industrial and manufacturing engineers,28.49,/marketreport/summary-occupation/22437/ca,/22437/ca,Industrial and manufacturing engineering: Bachelor's degree,NOC 2141
Bachelor's degree,Industrial and manufacturing engineering,Professional occupations in business management consulting,7.26,/marketreport/summary-occupation/310/ca,/310/ca,Industrial and manufacturing engineering: Bachelor's degree,NOC 1122
Bachelor's degree,Industrial and manufacturing engineering,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",4.47,/marketreport/summary-occupation/27060/ca,/27060/ca,Industrial and manufacturing engineering: Bachelor's degree,NOC 1215
Bachelor's degree,Industrial and manufacturing engineering,Manufacturing managers,3.91,/marketreport/summary-occupation/68/ca,/68/ca,Industrial and manufacturing engineering: Bachelor's degree,NOC 911
Bachelor's degree,Industrial and manufacturing engineering,Information systems analysts and consultants,3.91,/marketreport/summary-occupation/22510/ca,/22510/ca,Industrial and manufacturing engineering: Bachelor's degree,NOC 2171
Bachelor's degree,Industrial and manufacturing engineering,Mechanical engineers,3.91,/marketreport/summary-occupation/2757/ca,/2757/ca,Industrial and manufacturing engineering: Bachelor's degree,NOC 2132
Bachelor's degree,Industrial and manufacturing engineering,Electrical and electronics engineers,3.35,/marketreport/summary-occupation/17843/ca,/17843/ca,Industrial and manufacturing engineering: Bachelor's degree,NOC 2133
Bachelor's degree,Industrial and manufacturing engineering,Computer programmers and interactive media developers,3.35,/marketreport/summary-occupation/22534/ca,/22534/ca,Industrial and manufacturing engineering: Bachelor's degree,NOC 2174
Bachelor's degree,Industrial and manufacturing engineering,Software engineers and designers,2.79,/marketreport/summary-occupation/5482/ca,/5482/ca,Industrial and manufacturing engineering: Bachelor's degree,NOC 2173
Bachelor's degree,Industrial and manufacturing engineering,Civil engineers,2.23,/marketreport/summary-occupation/22376/ca,/22376/ca,Industrial and manufacturing engineering: Bachelor's degree,NOC 2131
Master's degree,Industrial and manufacturing engineering,Industrial and manufacturing engineers,17.46,/marketreport/summary-occupation/22437/ca,/22437/ca,Industrial and manufacturing engineering: Master's degree,NOC 2141
Master's degree,Industrial and manufacturing engineering,Information systems analysts and consultants,7.94,/marketreport/summary-occupation/22510/ca,/22510/ca,Industrial and manufacturing engineering: Master's degree,NOC 2171
Master's degree,Industrial and manufacturing engineering,Engineering managers,6.35,/marketreport/summary-occupation/1366/ca,/1366/ca,Industrial and manufacturing engineering: Master's degree,NOC 211
Master's degree,Industrial and manufacturing engineering,Corporate sales managers,6.35,/marketreport/summary-occupation/26635/ca,/26635/ca,Industrial and manufacturing engineering: Master's degree,NOC 601
Master's degree,Industrial and manufacturing engineering,"Natural and applied science policy researchers, consultants and program officers",4.76,/marketreport/summary-occupation/3855/ca,/3855/ca,Industrial and manufacturing engineering: Master's degree,NOC 4161
Master's degree,Industrial and manufacturing engineering,Manufacturing managers,3.17,/marketreport/summary-occupation/68/ca,/68/ca,Industrial and manufacturing engineering: Master's degree,NOC 911
Master's degree,Industrial and manufacturing engineering,Administrative officers,3.17,/marketreport/summary-occupation/12462/ca,/12462/ca,Industrial and manufacturing engineering: Master's degree,NOC 1221
Master's degree,Industrial and manufacturing engineering,Inspectors in public and environmental health and occupational health and safety,3.17,/marketreport/summary-occupation/22679/ca,/22679/ca,Industrial and manufacturing engineering: Master's degree,NOC 2263
Bachelor's degree,Marketing,"Professional occupations in advertising, marketing and public relations",12.88,/marketreport/summary-occupation/24813/ca,/24813/ca,Marketing: Bachelor's degree,NOC 1123
Bachelor's degree,Marketing,Business development officers and marketing researchers and consultants,10.07,/marketreport/summary-occupation/3916/ca,/3916/ca,Marketing: Bachelor's degree,NOC 4163
Bachelor's degree,Marketing,"Advertising, marketing and public relations managers",9.74,/marketreport/summary-occupation/12360/ca,/12360/ca,Marketing: Bachelor's degree,NOC 124
Bachelor's degree,Marketing,Retail salespersons,5.37,/marketreport/summary-occupation/20599/ca,/20599/ca,Marketing: Bachelor's degree,NOC 6421
Bachelor's degree,Marketing,Retail and wholesale trade managers,4.21,/marketreport/summary-occupation/17600/ca,/17600/ca,Marketing: Bachelor's degree,NOC 621
Bachelor's degree,Marketing,Sales and account representatives - wholesale trade (non-technical),4.21,/marketreport/summary-occupation/23181/ca,/23181/ca,Marketing: Bachelor's degree,NOC 6411
Bachelor's degree,Marketing,Corporate sales managers,2.81,/marketreport/summary-occupation/26635/ca,/26635/ca,Marketing: Bachelor's degree,NOC 601
Bachelor's degree,Marketing,Technical sales specialists - wholesale trade,2.15,/marketreport/summary-occupation/6156/ca,/6156/ca,Marketing: Bachelor's degree,NOC 6221
Bachelor's degree,Marketing,Other financial officers,2.06,/marketreport/summary-occupation/194/ca,/194/ca,Marketing: Bachelor's degree,NOC 1114
Bachelor's degree,Marketing,Other customer and information services representatives,1.98,/marketreport/summary-occupation/15205/ca,/15205/ca,Marketing: Bachelor's degree,NOC nan
Master's degree,Marketing,"Advertising, marketing and public relations managers",19.51,/marketreport/summary-occupation/12360/ca,/12360/ca,Marketing: Master's degree,NOC 124
Master's degree,Marketing,Business development officers and marketing researchers and consultants,19.51,/marketreport/summary-occupation/3916/ca,/3916/ca,Marketing: Master's degree,NOC 4163
Master's degree,Marketing,"Professional occupations in advertising, marketing and public relations",13.82,/marketreport/summary-occupation/24813/ca,/24813/ca,Marketing: Master's degree,NOC 1123
Master's degree,Marketing,Corporate sales managers,5.69,/marketreport/summary-occupation/26635/ca,/26635/ca,Marketing: Master's degree,NOC 601
Master's degree,Marketing,Professional occupations in business management consulting,4.07,/marketreport/summary-occupation/310/ca,/310/ca,Marketing: Master's degree,NOC 1122
Master's degree,Marketing,Computer and information systems managers,2.44,/marketreport/summary-occupation/1433/ca,/1433/ca,Marketing: Master's degree,NOC 213
Master's degree,Marketing,Information systems analysts and consultants,2.44,/marketreport/summary-occupation/22510/ca,/22510/ca,Marketing: Master's degree,NOC 2171
Other trades certificate or diploma,Precision Metal Working and production trades,Welders and related machine operators,32.95,/marketreport/summary-occupation/23250/ca,/23250/ca,Precision Metal Working and production trades: Other trades certificate or diploma,NOC 7237
Other trades certificate or diploma,Precision Metal Working and production trades,Sheet metal workers,10.92,/marketreport/summary-occupation/4771/ca,/4771/ca,Precision Metal Working and production trades: Other trades certificate or diploma,NOC 7233
Other trades certificate or diploma,Precision Metal Working and production trades,Ironworkers,7.28,/marketreport/summary-occupation/6366/ca,/6366/ca,Precision Metal Working and production trades: Other trades certificate or diploma,NOC 7236
Other trades certificate or diploma,Precision Metal Working and production trades,Machinists and machining and tooling inspectors,6.93,/marketreport/summary-occupation/16851/ca,/16851/ca,Precision Metal Working and production trades: Other trades certificate or diploma,NOC 7231
Other trades certificate or diploma,Precision Metal Working and production trades,"Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",4.09,/marketreport/summary-occupation/26630/ca,/26630/ca,Precision Metal Working and production trades: Other trades certificate or diploma,NOC 7201
Other trades certificate or diploma,Precision Metal Working and production trades,Construction millwrights and industrial mechanics,2.09,/marketreport/summary-occupation/14692/ca,/14692/ca,Precision Metal Working and production trades: Other trades certificate or diploma,NOC 7311
Other trades certificate or diploma,Precision Metal Working and production trades,Construction trades helpers and labourers,1.79,/marketreport/summary-occupation/8451/ca,/8451/ca,Precision Metal Working and production trades: Other trades certificate or diploma,NOC 7611
Other trades certificate or diploma,Precision Metal Working and production trades,Tool and die makers,1.69,/marketreport/summary-occupation/7182/ca,/7182/ca,Precision Metal Working and production trades: Other trades certificate or diploma,NOC 7232
Other trades certificate or diploma,Precision Metal Working and production trades,"Contractors and supervisors, heavy equipment operator crews",1.0,/marketreport/summary-occupation/16631/ca,/16631/ca,Precision Metal Working and production trades: Other trades certificate or diploma,NOC 7302
Other trades certificate or diploma,Precision Metal Working and production trades,Managers in agriculture,0.9,/marketreport/summary-occupation/8796/ca,/8796/ca,Precision Metal Working and production trades: Other trades certificate or diploma,NOC 821
College/CEGEP,Precision Metal Working and production trades,Welders and related machine operators,24.97,/marketreport/summary-occupation/23250/ca,/23250/ca,Precision Metal Working and production trades: College/CEGEP,NOC 7237
College/CEGEP,Precision Metal Working and production trades,Machinists and machining and tooling inspectors,13.68,/marketreport/summary-occupation/16851/ca,/16851/ca,Precision Metal Working and production trades: College/CEGEP,NOC 7231
College/CEGEP,Precision Metal Working and production trades,Sheet metal workers,4.12,/marketreport/summary-occupation/4771/ca,/4771/ca,Precision Metal Working and production trades: College/CEGEP,NOC 7233
College/CEGEP,Precision Metal Working and production trades,Tool and die makers,3.32,/marketreport/summary-occupation/7182/ca,/7182/ca,Precision Metal Working and production trades: College/CEGEP,NOC 7232
College/CEGEP,Precision Metal Working and production trades,Ironworkers,3.05,/marketreport/summary-occupation/6366/ca,/6366/ca,Precision Metal Working and production trades: College/CEGEP,NOC 7236
College/CEGEP,Precision Metal Working and production trades,Construction trades helpers and labourers,1.86,/marketreport/summary-occupation/8451/ca,/8451/ca,Precision Metal Working and production trades: College/CEGEP,NOC 7611
College/CEGEP,Precision Metal Working and production trades,Transport truck drivers,1.59,/marketreport/summary-occupation/10552/ca,/10552/ca,Precision Metal Working and production trades: College/CEGEP,NOC 7511
College/CEGEP,Precision Metal Working and production trades,Construction millwrights and industrial mechanics,1.46,/marketreport/summary-occupation/14692/ca,/14692/ca,Precision Metal Working and production trades: College/CEGEP,NOC 7311
College/CEGEP,Precision Metal Working and production trades,Retail salespersons,1.33,/marketreport/summary-occupation/20599/ca,/20599/ca,Precision Metal Working and production trades: College/CEGEP,NOC 6421
College/CEGEP,Precision Metal Working and production trades,"Automotive service technicians, truck and bus mechanics and mechanical repairers",1.33,/marketreport/summary-occupation/14857/ca,/14857/ca,Precision Metal Working and production trades: College/CEGEP,NOC 7321
College/CEGEP,Library science,Library and public archive technicians,25.62,/marketreport/summary-occupation/5498/ca,/5498/ca,Library science: College/CEGEP,NOC 5211
College/CEGEP,Library science,Records management technicians,17.36,/marketreport/summary-occupation/26664/ca,/26664/ca,Library science: College/CEGEP,NOC 1253
College/CEGEP,Library science,Library assistants and clerks,12.4,/marketreport/summary-occupation/24868/ca,/24868/ca,Library science: College/CEGEP,NOC 1451
College/CEGEP,Library science,Cashiers,3.31,/marketreport/summary-occupation/24143/ca,/24143/ca,Library science: College/CEGEP,NOC 6611
College/CEGEP,Library science,Retail and wholesale trade managers,3.31,/marketreport/summary-occupation/17600/ca,/17600/ca,Library science: College/CEGEP,NOC 621
College/CEGEP,Library science,Librarians,3.31,/marketreport/summary-occupation/5263/ca,/5263/ca,Library science: College/CEGEP,NOC 5111
College/CEGEP,Library science,Administrative assistants,2.48,/marketreport/summary-occupation/24789/ca,/24789/ca,Library science: College/CEGEP,NOC 1241
College/CEGEP,Library science,Data entry clerks,2.48,/marketreport/summary-occupation/19213/ca,/19213/ca,Library science: College/CEGEP,NOC 1422
Master's degree,Library science,Librarians,44.44,/marketreport/summary-occupation/5263/ca,/5263/ca,Library science: Master's degree,NOC 5111
Master's degree,Library science,"Library, archive, museum and art gallery managers",5.93,/marketreport/summary-occupation/12279/ca,/12279/ca,Library science: Master's degree,NOC 511
Master's degree,Library science,Archivists,5.19,/marketreport/summary-occupation/16130/ca,/16130/ca,Library science: Master's degree,NOC 5113
Master's degree,Library science,Library and public archive technicians,4.44,/marketreport/summary-occupation/5498/ca,/5498/ca,Library science: Master's degree,NOC 5211
Master's degree,Library science,Library assistants and clerks,2.96,/marketreport/summary-occupation/24868/ca,/24868/ca,Library science: Master's degree,NOC 1451
Master's degree,Library science,"Professional occupations in advertising, marketing and public relations",2.22,/marketreport/summary-occupation/24813/ca,/24813/ca,Library science: Master's degree,NOC 1123
Master's degree,Library science,"Advertising, marketing and public relations managers",1.85,/marketreport/summary-occupation/12360/ca,/12360/ca,Library science: Master's degree,NOC 124
Master's degree,Library science,Secondary school teachers,1.85,/marketreport/summary-occupation/15904/ca,/15904/ca,Library science: Master's degree,NOC 4031
Master's degree,Library science,Information systems analysts and consultants,1.85,/marketreport/summary-occupation/22510/ca,/22510/ca,Library science: Master's degree,NOC 2171
Master's degree,Library science,Other administrative services managers,1.48,/marketreport/summary-occupation/1285/ca,/1285/ca,Library science: Master's degree,NOC 114
Other trades certificate or diploma,Masonry/Mason,Bricklayers,64.02,/marketreport/summary-occupation/6438/ca,/6438/ca,Masonry/Mason: Other trades certificate or diploma,NOC 7281
Other trades certificate or diploma,Masonry/Mason,"Contractors and supervisors, other construction trades, installers, repairers and servicers",5.61,/marketreport/summary-occupation/295864/ca,/295864/ca,Masonry/Mason: Other trades certificate or diploma,NOC 7205
Other trades certificate or diploma,Masonry/Mason,Construction trades helpers and labourers,2.8,/marketreport/summary-occupation/8451/ca,/8451/ca,Masonry/Mason: Other trades certificate or diploma,NOC 7611
Other trades certificate or diploma,Masonry/Mason,Transport truck drivers,2.34,/marketreport/summary-occupation/10552/ca,/10552/ca,Masonry/Mason: Other trades certificate or diploma,NOC 7511
Other trades certificate or diploma,Masonry/Mason,"Janitors, caretakers and building superintendents",1.87,/marketreport/summary-occupation/14402/ca,/14402/ca,Masonry/Mason: Other trades certificate or diploma,NOC 6733
Other trades certificate or diploma,Masonry/Mason,Carpenters,1.87,/marketreport/summary-occupation/6388/ca,/6388/ca,Masonry/Mason: Other trades certificate or diploma,NOC 7271
Other trades certificate or diploma,Masonry/Mason,Delivery and courier service drivers,0.93,/marketreport/summary-occupation/21691/ca,/21691/ca,Masonry/Mason: Other trades certificate or diploma,NOC 7514
College/CEGEP,Masonry/Mason,Bricklayers,57.14,/marketreport/summary-occupation/6438/ca,/6438/ca,Masonry/Mason: College/CEGEP,NOC 7281
College/CEGEP,Masonry/Mason,"Contractors and supervisors, other construction trades, installers, repairers and servicers",14.29,/marketreport/summary-occupation/295864/ca,/295864/ca,Masonry/Mason: College/CEGEP,NOC 7205
Other trades certificate or diploma,General mechanics and repairers,"Automotive service technicians, truck and bus mechanics and mechanical repairers",46.15,/marketreport/summary-occupation/14857/ca,/14857/ca,General mechanics and repairers: Other trades certificate or diploma,NOC 7321
Other trades certificate or diploma,General mechanics and repairers,Heavy-duty equipment mechanics,8.28,/marketreport/summary-occupation/7480/ca,/7480/ca,General mechanics and repairers: Other trades certificate or diploma,NOC 7312
Other trades certificate or diploma,General mechanics and repairers,Construction millwrights and industrial mechanics,5.62,/marketreport/summary-occupation/14692/ca,/14692/ca,General mechanics and repairers: Other trades certificate or diploma,NOC 7311
Other trades certificate or diploma,General mechanics and repairers,Retail and wholesale trade managers,5.03,/marketreport/summary-occupation/17600/ca,/17600/ca,General mechanics and repairers: Other trades certificate or diploma,NOC 621
Other trades certificate or diploma,General mechanics and repairers,"Contractors and supervisors, mechanic trades",2.07,/marketreport/summary-occupation/6897/ca,/6897/ca,General mechanics and repairers: Other trades certificate or diploma,NOC 7301
Other trades certificate or diploma,General mechanics and repairers,Non-commissioned ranks of the Canadian Armed Forces,1.18,/marketreport/summary-occupation/16505/ca,/16505/ca,General mechanics and repairers: Other trades certificate or diploma,NOC 4313
